datetime;aqi;co;no;no2;o3;so2;pm2_5;pm10;nh3;next_aqi;temperature;wind_speed;humidity
2020-11-25 02:00:00;5;694.28;13.08;17.99;0.11;30.52;64.53;65.13;0.0;5.0;14.2;6.5;93
2020-11-25 03:00:00;5;607.49;8.94;16.28;0.23;29.56;64.32;64.84;0.0;5.0;14.1;6.6;92
2020-11-25 04:00:00;5;574.11;7.15;15.59;0.31;32.42;65.15;65.64;0.0;5.0;14.0;6.8;93
2020-11-25 05:00:00;5;554.09;5.81;15.59;0.56;35.29;66.35;66.84;0.0;5.0;13.5;6.5;93
2020-11-25 06:00:00;5;560.76;5.87;15.25;0.54;25.27;67.44;67.95;0.0;5.0;13.3;5.5;92
2020-11-25 07:00:00;5;660.9;10.39;17.31;0.39;19.07;69.03;69.63;0.0;5.0;13.3;4.7;92
2020-11-25 08:00:00;5;400.54;0.16;14.57;26.11;52.93;51.87;52.27;0.0;5.0;13.3;4.0;92
2020-11-25 09:00:00;5;427.25;0.65;15.59;20.56;61.04;52.73;53.15;0.0;5.0;13.8;5.4;92
2020-11-25 10:00:00;5;440.6;0.75;15.77;16.63;72.48;55.05;55.47;0.0;5.0;14.2;3.9;91
2020-11-25 11:00:00;5;420.57;0.35;14.74;25.75;121.12;70.88;71.27;0.0;5.0;14.5;3.3;90
2020-11-25 12:00:00;5;407.22;0.59;13.02;31.11;167.85;84.19;84.57;0.0;5.0;15.0;4.2;89
2020-11-25 13:00:00;5;393.87;0.76;12.0;33.62;192.64;82.68;83.07;0.0;5.0;15.7;1.6;86
2020-11-25 14:00:00;5;420.57;1.24;13.2;26.46;154.5;80.95;81.38;0.0;5.0;15.4;3.2;87
2020-11-25 15:00:00;5;487.33;2.1;16.79;16.09;110.63;80.49;80.99;0.0;5.0;16.0;6.4;82
2020-11-25 16:00:00;5;547.41;1.98;21.42;10.28;101.09;75.71;76.26;0.0;5.0;15.6;4.5;86
2020-11-25 17:00:00;5;567.44;1.16;25.71;8.94;112.53;69.45;70.05;0.0;5.0;15.6;3.9;86
2020-11-25 18:00:00;5;567.44;0.94;27.42;9.66;112.53;65.02;65.65;0.0;5.0;14.1;4.1;92
2020-11-25 19:00:00;5;600.82;0.89;28.79;9.66;105.86;62.8;63.46;0.0;5.0;13.7;3.9;93
2020-11-25 20:00:00;5;614.17;0.49;27.08;13.77;108.72;58.32;59.0;0.0;5.0;13.4;4.7;93
2020-11-25 21:00:00;5;574.11;0.15;22.96;21.1;112.53;53.76;54.39;0.0;4.0;14.1;3.6;90
2020-11-25 22:00:00;4;520.71;0.05;19.71;27.9;111.58;49.49;50.06;0.0;4.0;13.5;5.2;91
2020-11-25 23:00:00;4;487.33;0.03;17.48;31.83;97.28;44.67;45.19;0.0;4.0;13.3;5.2;91
2020-11-26 00:00:00;4;433.92;0.01;14.22;33.98;76.29;39.23;39.73;0.0;4.0;12.8;4.4;92
2020-11-26 01:00:00;4;373.84;0.01;10.71;37.19;65.8;33.26;33.76;0.0;4.0;12.7;4.1;91
2020-11-26 02:00:00;4;357.15;0.01;9.77;33.26;47.68;30.83;31.37;0.0;4.0;13.8;3.3;82
2020-11-26 03:00:00;4;373.84;0.03;10.28;27.18;37.67;29.88;30.48;0.0;4.0;13.1;5.4;83
2020-11-26 04:00:00;4;400.54;0.04;10.71;24.32;39.1;29.07;29.69;0.0;4.0;14.1;3.6;77
2020-11-26 05:00:00;4;423.91;0.06;11.31;22.35;41.96;28.72;29.3;0.0;4.0;14.3;2.3;76
2020-11-26 06:00:00;4;453.95;0.13;12.85;18.77;35.76;28.89;29.4;0.0;4.0;14.0;3.3;77
2020-11-26 07:00:00;4;567.44;0.84;21.08;11.44;34.33;31.42;31.93;0.0;4.0;13.6;4.6;76
2020-11-26 08:00:00;4;370.5;0.02;11.82;48.64;97.28;26.71;27.27;0.0;3.0;14.5;2.3;77
2020-11-26 09:00:00;3;357.15;0.2;11.31;50.78;88.69;24.54;25.2;0.0;3.0;14.6;4.4;88
2020-11-26 10:00:00;3;340.46;0.55;9.85;53.64;84.88;22.84;23.56;0.0;2.0;15.7;7.5;86
2020-11-26 11:00:00;2;267.03;0.38;5.14;67.95;93.46;19.81;20.53;0.0;2.0;16.2;8.0;84
2020-11-26 12:00:00;2;233.65;0.28;3.3;75.82;96.32;19.62;20.37;0.0;2.0;16.6;8.2;83
2020-11-26 13:00:00;2;220.3;0.23;2.66;79.39;99.18;19.25;19.99;0.0;3.0;17.0;8.2;82
2020-11-26 14:00:00;3;240.33;0.41;4.28;74.39;93.46;20.35;21.1;0.0;3.0;16.9;10.0;79
2020-11-26 15:00:00;3;277.04;0.59;6.94;66.52;88.69;22.67;23.49;0.0;3.0;16.9;8.3;76
2020-11-26 16:00:00;3;303.75;0.36;9.51;62.94;90.6;24.59;25.48;0.0;4.0;16.8;6.6;75
2020-11-26 17:00:00;4;360.49;0.03;15.77;51.5;82.02;27.91;28.95;0.0;4.0;16.3;5.2;78
2020-11-26 18:00:00;4;460.63;0.05;25.71;34.33;67.71;33.76;34.96;0.0;4.0;15.2;5.9;81
2020-11-26 19:00:00;4;574.11;0.26;33.93;20.92;61.04;40.47;41.84;0.0;4.0;14.8;6.9;79
2020-11-26 20:00:00;4;674.25;0.71;39.07;12.7;60.56;48.03;49.54;0.0;5.0;14.6;7.7;78
2020-11-26 21:00:00;5;727.65;1.12;39.07;8.58;60.08;54.75;56.37;0.0;5.0;14.5;7.4;79
2020-11-26 22:00:00;5;734.33;1.36;37.36;7.15;59.13;61.17;62.85;0.0;5.0;14.5;5.5;80
2020-11-26 23:00:00;5;714.3;1.17;34.96;6.97;57.22;67.25;68.88;0.0;5.0;14.0;4.4;82
2020-11-27 00:00:00;5;640.87;0.23;29.13;14.13;62.94;71.55;73.06;0.0;5.0;13.5;5.4;83
2020-11-27 01:00:00;5;554.09;0.02;21.94;28.61;80.11;76.24;77.68;0.0;5.0;13.5;5.3;84
2020-11-27 02:00:00;5;527.38;0.02;18.68;30.4;54.36;78.63;80.06;0.0;5.0;12.3;5.6;83
2020-11-27 03:00:00;5;567.44;0.07;18.85;19.31;29.09;81.13;82.59;0.0;5.0;12.7;5.0;82
2020-11-27 04:00:00;5;627.52;0.19;19.19;13.05;27.9;82.7;84.24;0.0;5.0;14.7;4.8;76
2020-11-27 05:00:00;5;660.9;0.28;19.02;10.91;33.38;83.95;85.58;0.0;5.0;14.4;1.3;80
2020-11-27 06:00:00;5;680.92;0.44;19.88;10.1;37.19;85.43;87.11;0.0;5.0;13.7;3.7;81
2020-11-27 07:00:00;5;741.01;1.52;27.08;7.78;48.64;90.39;92.2;0.0;5.0;13.7;3.8;80
2020-11-27 08:00:00;5;507.36;0.13;20.39;42.92;137.33;81.28;83.12;0.0;5.0;14.2;2.6;77
2020-11-27 09:00:00;5;574.11;1.79;23.99;38.62;118.26;76.93;78.69;0.0;5.0;14.1;1.8;82
2020-11-27 10:00:00;5;600.82;4.19;21.94;41.13;111.58;69.73;71.36;0.0;4.0;15.0;2.7;82
2020-11-27 11:00:00;4;293.73;0.91;6.26;79.39;139.24;34.14;35.69;0.0;3.0;16.2;4.9;78
2020-11-27 12:00:00;3;243.66;0.55;3.47;86.55;108.72;22.34;24.2;0.0;2.0;17.3;7.2;68
2020-11-27 13:00:00;2;223.64;0.39;2.53;89.41;96.32;18.03;20.22;0.0;2.0;17.6;8.3;65
2020-11-27 14:00:00;2;247.0;0.67;4.37;84.4;90.6;18.53;20.96;0.0;2.0;17.6;9.4;64
2020-11-27 15:00:00;2;280.38;0.92;7.03;77.96;86.78;20.0;22.54;0.0;3.0;17.6;8.3;62
2020-11-27 16:00:00;3;303.75;0.55;9.34;72.96;86.78;20.19;22.77;0.0;3.0;17.3;7.6;62
2020-11-27 17:00:00;3;327.11;0.04;12.17;67.95;87.74;20.04;22.63;0.0;3.0;16.6;5.6;68
2020-11-27 18:00:00;3;363.83;0.0;15.77;60.8;85.83;20.75;23.35;0.0;3.0;15.1;5.4;74
2020-11-27 19:00:00;3;423.91;0.0;19.54;54.36;81.06;22.52;25.12;0.0;3.0;14.9;5.7;74
2020-11-27 20:00:00;3;467.3;0.0;20.39;53.64;82.97;23.8;26.35;0.0;3.0;14.4;6.5;75
2020-11-27 21:00:00;3;467.3;0.0;17.82;57.94;86.78;22.85;25.32;0.0;3.0;14.3;6.6;77
2020-11-27 22:00:00;3;440.6;0.0;14.91;62.94;89.65;21.12;23.5;0.0;2.0;13.8;7.0;80
2020-11-27 23:00:00;2;417.23;0.0;12.68;66.52;88.69;19.65;22.04;0.0;2.0;14.2;6.6;81
2020-11-28 00:00:00;2;357.15;0.0;9.08;71.53;87.74;18.21;20.62;0.0;2.0;14.0;7.2;83
2020-11-28 01:00:00;2;287.06;0.0;5.36;79.39;89.65;16.54;18.87;0.0;2.0;15.0;6.6;71
2020-11-28 02:00:00;2;250.34;0.0;3.68;82.97;86.78;15.45;17.55;0.0;2.0;16.7;5.6;56
2020-11-28 03:00:00;2;240.33;0.0;3.21;83.69;79.16;13.88;15.7;0.0;2.0;16.4;2.5;57
2020-11-28 04:00:00;2;236.99;0.0;3.0;84.4;72.48;11.35;12.89;0.0;2.0;16.3;2.9;57
2020-11-28 05:00:00;2;230.31;0.0;2.83;85.12;67.71;7.92;9.16;0.0;2.0;16.7;5.7;58
2020-11-28 06:00:00;2;223.64;0.0;2.96;81.54;61.99;5.71;6.69;0.0;1.0;15.7;9.2;73
2020-11-28 07:00:00;1;236.99;0.0;4.46;76.53;57.7;5.36;6.15;0.0;1.0;15.8;11.7;78
2020-11-28 08:00:00;1;240.33;0.0;5.18;73.67;56.74;5.38;6.09;0.0;1.0;16.0;12.4;77
2020-11-28 09:00:00;1;236.99;0.03;5.06;72.24;52.93;5.21;6.04;0.0;1.0;16.4;14.3;78
2020-11-28 10:00:00;1;226.97;0.09;4.28;72.24;49.11;5.2;6.39;0.0;1.0;17.0;17.3;81
2020-11-28 11:00:00;1;216.96;0.09;3.38;75.82;43.87;4.95;6.71;0.0;1.0;17.5;22.9;80
2020-11-28 12:00:00;1;208.62;0.06;2.91;78.68;40.05;4.51;6.5;0.0;2.0;18.2;22.8;76
2020-11-28 13:00:00;2;203.61;0.03;2.79;80.82;38.62;4.21;6.19;0.0;2.0;17.9;23.8;75
2020-11-28 14:00:00;2;203.61;0.02;2.91;81.54;38.62;4.23;6.17;0.0;2.0;17.3;20.5;82
2020-11-28 15:00:00;2;205.28;0.01;3.09;84.4;40.05;4.4;5.94;0.0;2.0;17.8;23.8;78
2020-11-28 16:00:00;2;206.95;0.01;3.13;87.26;40.05;4.62;5.96;0.0;2.0;17.2;21.1;79
2020-11-28 17:00:00;2;211.95;0.0;3.26;87.26;40.53;5.1;6.45;0.0;2.0;16.6;21.0;84
2020-11-28 18:00:00;2;216.96;0.0;3.51;84.4;41.49;5.73;7.31;0.0;2.0;16.1;21.1;85
2020-11-28 19:00:00;2;223.64;0.0;3.68;80.82;40.53;6.33;8.17;0.0;2.0;17.1;19.5;83
2020-11-28 20:00:00;2;226.97;0.0;3.64;81.54;39.1;7.68;10.1;0.0;2.0;16.4;18.9;85
2020-11-28 21:00:00;2;223.64;0.0;3.47;84.4;39.1;10.38;13.37;0.0;2.0;16.4;18.6;84
2020-11-28 22:00:00;2;223.64;0.0;3.38;85.12;39.1;11.44;13.63;0.0;2.0;16.0;26.2;85
2020-11-28 23:00:00;2;223.64;0.0;3.17;82.97;37.19;10.7;11.98;0.0;2.0;15.2;16.1;88
2020-11-29 00:00:00;2;220.3;0.0;2.49;79.39;28.37;10.49;11.5;0.0;2.0;14.7;15.8;90
2020-11-29 01:00:00;2;220.3;0.0;1.84;77.96;13.35;11.01;12.23;0.0;2.0;14.6;6.3;88
2020-11-29 02:00:00;2;226.97;0.0;1.3;76.53;6.44;12.62;14.82;0.01;2.0;13.8;4.1;94
2020-11-29 03:00:00;2;226.97;0.0;1.15;75.1;6.02;18.18;24.25;0.02;3.0;13.9;4.8;92
2020-11-29 04:00:00;3;223.64;0.0;1.09;75.1;6.38;23.86;35.54;0.03;3.0;13.5;11.2;91
2020-11-29 05:00:00;3;223.64;0.0;1.5;67.95;7.33;24.04;37.16;0.07;3.0;13.4;14.8;87
2020-11-29 06:00:00;3;230.31;0.0;2.25;60.8;7.57;23.76;38.34;0.11;3.0;13.1;12.6;86
2020-11-29 07:00:00;3;257.02;0.0;4.88;55.79;7.75;24.21;39.95;0.25;3.0;12.7;12.2;86
2020-11-29 08:00:00;3;293.73;0.14;8.65;49.35;9.3;24.0;40.13;0.44;3.0;12.2;11.9;86
2020-11-29 09:00:00;3;303.75;1.01;8.05;47.92;9.89;22.64;40.38;0.56;3.0;13.0;15.3;84
2020-11-29 10:00:00;3;290.39;1.4;5.48;52.93;9.42;20.77;43.74;0.57;4.0;14.8;14.8;80
2020-11-29 11:00:00;4;201.94;0.23;1.17;72.96;5.96;24.26;92.48;0.14;4.0;16.5;15.5;74
2020-11-29 12:00:00;4;195.27;0.15;1.14;71.53;6.74;24.92;97.81;0.14;4.0;17.6;16.3;64
2020-11-29 13:00:00;4;196.93;0.08;1.59;69.38;8.82;24.46;96.36;0.16;4.0;18.0;14.1;63
2020-11-29 14:00:00;4;216.96;0.05;4.07;60.8;10.61;23.9;86.24;0.34;4.0;17.1;6.8;70
2020-11-29 15:00:00;4;243.66;0.09;6.86;50.78;11.21;23.22;74.06;0.48;4.0;17.4;7.3;69
2020-11-29 16:00:00;4;260.35;0.06;9.0;45.06;12.28;22.41;64.62;0.48;4.0;15.8;7.2;78
2020-11-29 17:00:00;4;283.72;0.02;12.51;38.27;17.88;21.82;57.87;0.51;4.0;15.1;3.7;88
2020-11-29 18:00:00;4;340.46;0.08;19.19;26.46;25.75;22.48;53.37;0.56;4.0;14.4;3.6;93
2020-11-29 19:00:00;4;447.27;0.35;27.42;15.38;33.85;26.11;52.83;0.6;4.0;14.5;2.4;88
2020-11-29 20:00:00;4;640.87;1.87;38.04;6.08;54.36;33.75;58.56;1.41;4.0;13.2;3.9;93
2020-11-29 21:00:00;4;754.36;4.08;42.84;2.12;82.97;40.65;63.08;2.09;4.0;13.3;4.1;92
2020-11-29 22:00:00;4;741.01;3.86;41.47;2.48;96.32;42.7;59.53;1.85;4.0;12.6;5.5;91
2020-11-29 23:00:00;4;687.6;2.21;40.44;4.02;94.41;40.36;51.57;1.63;4.0;12.2;4.0;90
2020-11-30 00:00:00;4;620.84;0.94;39.07;6.08;87.74;36.88;44.82;1.49;4.0;12.5;4.7;87
2020-11-30 01:00:00;4;554.09;0.34;35.3;10.64;75.34;33.79;39.66;1.22;4.0;12.1;5.1;85
2020-11-30 02:00:00;4;473.98;0.1;27.08;17.35;40.05;29.87;34.28;0.48;4.0;12.5;9.0;83
2020-11-30 03:00:00;4;400.54;0.03;19.36;24.32;23.6;25.53;28.81;0.12;3.0;11.8;7.6;81
2020-11-30 04:00:00;3;353.81;0.02;14.57;29.68;19.55;22.26;24.79;0.02;2.0;11.8;8.3;78
2020-11-30 05:00:00;2;317.1;0.01;11.31;34.33;18.6;19.16;21.27;0.02;2.0;11.7;7.8;76
2020-11-30 06:00:00;2;313.76;0.02;11.14;34.69;17.41;16.94;19.0;0.21;2.0;11.0;6.8;77
2020-11-30 07:00:00;2;403.88;0.16;19.19;25.03;16.21;17.62;19.91;0.75;3.0;9.2;9.0;83
2020-11-30 08:00:00;3;587.46;3.86;31.19;9.84;15.97;21.76;24.31;1.38;4.0;9.5;7.6;80
2020-11-30 09:00:00;4;754.36;16.99;26.05;8.76;14.31;26.36;28.98;1.95;4.0;12.1;4.0;73
2020-11-30 10:00:00;4;781.06;20.34;20.56;10.91;14.31;27.26;29.67;1.9;1.0;13.7;4.3;71
2020-11-30 11:00:00;1;270.37;0.77;4.2;67.23;37.19;7.88;9.05;0.0;1.0;15.2;1.8;63
2020-11-30 12:00:00;1;270.37;0.69;3.43;67.95;47.68;7.41;8.42;0.0;1.0;16.2;2.1;57
2020-11-30 13:00:00;1;280.38;0.73;3.73;70.1;72.48;9.52;10.42;0.0;2.0;16.9;4.6;53
2020-11-30 14:00:00;2;330.45;1.55;7.37;59.37;71.53;13.06;13.9;0.0;2.0;17.6;7.6;52
2020-11-30 15:00:00;2;403.88;2.63;13.2;44.7;57.22;15.64;16.42;0.01;2.0;18.2;7.0;61
2020-11-30 16:00:00;2;447.27;1.9;18.68;35.05;52.45;15.8;16.47;0.2;2.0;18.1;8.1;65
2020-11-30 17:00:00;2;520.71;0.65;27.76;18.77;44.35;16.48;17.15;0.67;3.0;17.4;7.3;70
2020-11-30 18:00:00;3;680.92;6.2;34.62;2.17;29.8;21.21;22.09;1.06;4.0;15.4;6.0;80
2020-11-30 19:00:00;4;881.2;20.12;29.13;0.03;19.31;28.21;29.29;1.16;4.0;16.5;1.9;71
2020-11-30 20:00:00;4;1081.47;32.63;23.65;0.0;14.66;35.24;36.41;1.24;4.0;14.6;3.7;81
2020-11-30 21:00:00;4;1148.22;36.66;21.42;0.0;14.54;38.89;40.05;1.3;4.0;13.9;8.2;84
2020-11-30 22:00:00;4;1041.41;29.06;22.62;0.01;15.74;36.4;37.47;1.35;4.0;13.9;5.5;81
2020-11-30 23:00:00;4;881.2;18.55;24.68;0.09;15.26;31.75;32.72;1.24;4.0;13.7;6.2;78
2020-12-01 00:00:00;4;714.3;8.94;26.73;0.7;14.66;26.21;27.06;0.83;3.0;13.4;7.9;76
2020-12-01 01:00:00;3;580.79;2.07;26.39;4.34;15.5;20.96;21.68;0.64;2.0;12.7;7.8;77
2020-12-01 02:00:00;2;480.65;0.26;21.25;12.52;14.42;16.53;17.17;0.55;2.0;12.5;10.8;73
2020-12-01 03:00:00;2;423.91;0.1;16.62;18.06;12.16;13.47;14.04;0.43;2.0;12.0;8.3;71
2020-12-01 04:00:00;2;393.87;0.08;14.4;19.67;10.85;11.78;12.31;0.34;2.0;11.3;5.4;75
2020-12-01 05:00:00;2;373.84;0.07;12.85;20.74;10.85;10.55;11.05;0.33;2.0;10.7;4.7;78
2020-12-01 06:00:00;2;377.18;0.12;13.71;20.03;11.33;10.14;10.68;0.46;2.0;10.3;5.2;80
2020-12-01 07:00:00;2;480.65;0.99;22.62;11.0;12.28;12.59;13.28;1.06;2.0;10.1;6.1;80
2020-12-01 08:00:00;2;714.3;9.84;30.5;2.95;14.19;18.77;19.72;1.84;4.0;10.0;7.2;79
2020-12-01 09:00:00;4;934.6;26.82;23.99;6.08;13.35;25.56;26.71;2.28;4.0;12.1;4.2;71
2020-12-01 10:00:00;4;1028.06;32.63;19.36;8.85;12.28;29.02;30.27;2.44;1.0;13.5;4.7;68
2020-12-01 11:00:00;1;277.04;1.3;4.84;68.67;21.46;6.6;7.34;0.12;1.0;14.9;0.8;64
2020-12-01 12:00:00;1;247.0;0.78;3.21;75.82;20.27;6.21;6.95;0.08;1.0;15.9;2.5;63
2020-12-01 13:00:00;1;247.0;0.65;3.09;78.68;24.56;7.24;8.01;0.02;1.0;16.4;4.7;65
2020-12-01 14:00:00;1;297.07;1.38;6.43;68.67;24.08;9.45;10.27;0.25;2.0;17.8;4.0;63
2020-12-01 15:00:00;2;390.53;2.6;12.85;52.93;24.8;13.24;14.15;0.55;2.0;17.9;3.3;62
2020-12-01 16:00:00;2;480.65;2.24;21.25;39.7;34.81;19.44;20.46;0.36;4.0;17.5;5.5;66
2020-12-01 17:00:00;4;654.22;1.15;38.73;16.45;46.25;30.78;31.99;0.47;4.0;16.2;7.2;78
2020-12-01 18:00:00;4;894.55;9.95;46.61;0.86;39.1;42.84;44.28;1.09;5.0;14.7;10.0;84
2020-12-01 19:00:00;5;1121.52;23.02;43.87;0.03;31.47;52.03;53.65;1.35;5.0;14.2;5.9;85
2020-12-01 20:00:00;5;1295.09;30.85;44.55;0.01;31.47;60.28;62.0;1.19;5.0;14.5;1.5;78
2020-12-01 21:00:00;5;1295.09;29.06;43.87;0.02;28.13;62.83;64.52;0.85;5.0;12.5;5.5;87
2020-12-01 22:00:00;5;1094.82;17.66;41.47;0.33;22.89;53.85;55.4;0.71;4.0;12.9;6.9;83
2020-12-01 23:00:00;4;620.84;0.88;29.47;9.84;21.22;27.5;28.81;0.3;2.0;12.2;9.0;78
2020-12-02 00:00:00;2;460.63;0.08;18.51;17.7;13.35;15.63;16.81;0.62;1.0;11.9;10.8;73
2020-12-02 01:00:00;1;353.81;0.01;10.71;29.68;11.09;9.02;10.17;0.79;1.0;11.8;12.3;68
2020-12-02 02:00:00;1;290.39;0.0;6.17;40.41;9.54;6.16;7.45;0.8;1.0;12.1;14.6;68
2020-12-02 03:00:00;1;270.37;0.0;4.58;45.06;8.94;5.49;6.94;0.76;1.0;11.8;14.2;67
2020-12-02 04:00:00;1;263.69;0.0;4.07;46.49;9.3;5.42;6.96;0.7;1.0;11.7;13.8;68
2020-12-02 05:00:00;1;260.35;0.0;3.86;48.64;10.37;5.42;6.94;0.62;1.0;11.7;13.0;69
2020-12-02 06:00:00;1;263.69;0.0;4.16;49.35;10.37;5.45;6.91;0.59;1.0;11.6;13.0;69
2020-12-02 07:00:00;1;303.75;0.01;7.28;47.21;9.89;6.21;7.62;0.82;1.0;11.5;13.4;70
2020-12-02 08:00:00;1;360.49;0.22;12.0;42.92;11.09;7.45;8.85;1.17;1.0;11.5;13.0;70
2020-12-02 09:00:00;1;397.21;1.69;12.0;42.92;12.04;8.29;9.67;1.25;1.0;12.3;13.9;69
2020-12-02 10:00:00;1;400.54;2.4;9.0;48.64;12.16;8.53;9.81;1.05;1.0;14.3;12.1;67
2020-12-02 11:00:00;1;263.69;0.48;2.42;78.68;9.78;4.96;6.01;0.18;2.0;16.0;11.7;69
2020-12-02 12:00:00;2;257.02;0.41;2.14;80.11;12.28;5.56;6.79;0.14;1.0;17.1;9.6;68
2020-12-02 13:00:00;1;260.35;0.45;2.66;77.96;18.84;7.0;8.3;0.12;1.0;17.4;4.6;68
2020-12-02 14:00:00;1;303.75;0.95;6.08;65.8;20.74;8.99;10.27;0.29;2.0;18.1;10.4;69
2020-12-02 15:00:00;2;373.84;1.48;11.82;50.07;18.12;10.67;11.87;0.51;2.0;17.7;14.1;69
2020-12-02 16:00:00;2;427.25;0.92;17.48;39.34;17.64;11.27;12.33;0.68;2.0;17.0;13.0;75
2020-12-02 17:00:00;2;460.63;0.13;22.96;32.19;17.41;11.61;12.51;0.71;2.0;16.2;8.0;80
2020-12-02 18:00:00;2;447.27;0.04;22.62;33.98;14.66;10.63;11.29;0.5;1.0;15.2;4.6;84
2020-12-02 19:00:00;1;407.22;0.01;17.82;41.84;12.99;8.86;9.31;0.38;1.0;14.4;5.4;86
2020-12-02 20:00:00;1;370.5;0.0;13.37;47.21;13.11;7.64;8.0;0.35;1.0;14.3;6.6;85
2020-12-02 21:00:00;1;337.12;0.0;9.77;50.07;11.33;6.53;6.9;0.28;1.0;13.9;8.3;84
2020-12-02 22:00:00;1;293.73;0.0;6.17;55.79;9.06;5.37;5.93;0.2;1.0;13.7;10.3;83
2020-12-02 23:00:00;1;260.35;0.0;3.68;62.23;7.63;5.95;6.91;0.14;1.0;13.5;11.0;86
2020-12-03 00:00:00;1;247.0;0.0;2.42;65.09;7.57;7.45;8.77;0.08;1.0;13.7;12.6;85
2020-12-03 01:00:00;1;240.33;0.0;1.78;68.67;7.87;8.77;10.42;0.05;2.0;13.6;12.6;85
2020-12-03 02:00:00;2;236.99;0.0;1.5;71.53;7.63;10.04;12.34;0.03;2.0;13.6;8.6;80
2020-12-03 03:00:00;2;236.99;0.0;1.59;71.53;8.58;11.29;14.58;0.02;2.0;13.7;8.2;79
2020-12-03 04:00:00;2;240.33;0.0;1.93;69.38;10.73;12.24;16.33;0.0;2.0;13.5;8.4;78
2020-12-03 05:00:00;2;243.66;0.0;2.59;66.52;13.23;12.84;17.49;0.02;2.0;13.5;7.8;78
2020-12-03 06:00:00;2;257.02;0.0;3.98;62.23;15.02;13.38;18.62;0.08;2.0;13.5;8.6;76
2020-12-03 07:00:00;2;300.41;0.0;8.57;57.22;16.45;15.47;22.92;0.26;2.0;13.5;6.2;76
2020-12-03 08:00:00;2;367.17;0.01;15.25;51.5;20.5;19.66;31.66;0.41;3.0;13.6;3.4;77
2020-12-03 09:00:00;3;373.84;0.06;16.11;51.5;21.22;23.97;41.48;0.4;4.0;14.5;3.8;75
2020-12-03 10:00:00;4;323.77;0.12;11.65;57.94;17.41;26.26;45.64;0.32;4.0;15.5;8.1;74
2020-12-03 11:00:00;4;257.02;0.07;6.0;67.95;14.66;25.48;41.52;0.19;3.0;15.7;10.0;73
2020-12-03 12:00:00;3;263.69;0.05;6.08;66.52;17.88;24.1;35.86;0.19;3.0;16.2;6.6;70
2020-12-03 13:00:00;3;263.69;0.04;6.08;65.09;25.99;23.17;31.28;0.13;3.0;15.7;5.0;74
2020-12-03 14:00:00;3;287.06;0.13;8.31;57.22;31.47;22.86;28.8;0.15;3.0;14.9;11.8;77
2020-12-03 15:00:00;3;340.46;0.4;12.68;44.7;34.81;24.02;28.97;0.22;4.0;13.9;12.8;85
2020-12-03 16:00:00;4;393.87;0.43;17.14;32.9;38.15;25.09;29.19;0.26;3.0;13.8;5.9;85
2020-12-03 17:00:00;3;410.56;0.11;19.71;25.75;40.53;24.58;27.72;0.24;3.0;13.4;5.6;91
2020-12-03 18:00:00;3;390.53;0.07;19.71;25.75;33.85;20.58;22.77;0.23;2.0;13.1;8.8;91
2020-12-03 19:00:00;2;317.1;0.01;13.88;41.84;19.55;10.81;11.75;0.29;1.0;12.8;6.1;91
2020-12-03 20:00:00;1;260.35;0.0;7.63;61.51;10.97;3.55;3.79;0.34;1.0;12.2;12.0;90
2020-12-03 21:00:00;1;260.35;0.0;6.08;60.8;9.3;2.18;2.32;0.37;1.0;12.0;9.5;84
2020-12-03 22:00:00;1;273.71;0.0;5.74;53.64;8.7;2.19;2.35;0.37;1.0;11.2;15.2;77
2020-12-03 23:00:00;1;283.72;0.0;5.31;46.49;8.11;2.31;2.49;0.33;1.0;10.8;15.5;76
2020-12-04 00:00:00;1;277.04;0.0;3.81;45.42;7.87;1.97;2.19;0.22;1.0;10.9;15.2;75
2020-12-04 01:00:00;1;270.37;0.0;2.83;47.92;7.99;1.76;2.04;0.19;1.0;10.8;11.9;76
2020-12-04 02:00:00;1;263.69;0.0;2.34;50.78;7.21;1.73;2.08;0.19;1.0;10.6;17.0;79
2020-12-04 03:00:00;1;260.35;0.0;2.23;51.5;6.91;1.82;2.25;0.21;1.0;10.5;18.8;78
2020-12-04 04:00:00;1;260.35;0.0;2.29;51.5;7.03;1.92;2.43;0.24;1.0;10.2;20.3;78
2020-12-04 05:00:00;1;260.35;0.0;2.42;51.5;7.15;2.01;2.59;0.27;1.0;10.2;21.4;76
2020-12-04 06:00:00;1;260.35;0.0;2.79;52.21;7.09;2.17;2.83;0.31;1.0;10.2;20.6;76
2020-12-04 07:00:00;1;277.04;0.0;4.71;50.78;7.03;2.72;3.54;0.49;1.0;10.3;18.1;75
2020-12-04 08:00:00;1;293.73;0.12;7.2;48.64;8.23;3.3;4.42;0.71;1.0;10.2;18.1;75
2020-12-04 09:00:00;1;297.07;0.92;6.68;48.64;9.42;3.5;5.0;0.81;1.0;11.1;16.3;72
2020-12-04 10:00:00;1;287.06;1.36;4.93;51.5;10.13;3.43;5.35;0.8;1.0;12.9;14.1;69
2020-12-04 11:00:00;1;220.3;0.43;1.78;73.67;7.63;1.66;3.39;0.36;2.0;14.4;12.9;65
2020-12-04 12:00:00;2;205.28;0.28;1.18;80.82;6.38;1.22;2.46;0.27;2.0;15.5;15.5;60
2020-12-04 13:00:00;2;201.94;0.25;1.08;80.82;5.72;1.18;2.21;0.25;1.0;16.4;19.8;53
